,name,street,city,state,zipcode,phone,website,bbb_url,category,accredited,bbb_rating,accredited_date,years_in_business,one_year_complaints,three_year_complaints,saleability_score
1231,GG and G Roofing Remodeling and Renovation,"9396 South Main Street, Suite a",Jonesboro,GA,30236,(770) 681-0941,,https://www.bbb.org/us/ga/jonesboro/profile/roofing-contractors/gg-and-g-roofing-remodeling-and-renovation-0443-27596556,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1232,"SE Professional Roofing Services, Inc.",1190 Robert Pointe Way,Lawrenceville,GA,30045,(678) 478-4229,,https://www.bbb.org/us/ga/lawrenceville/profile/roofing-contractors/se-professional-roofing-services-inc-0443-28188955,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1233,C&H Roofing,"416 Jones Avenue Waynesboro,ga",Waynesboro,GA,30830,(706) 554-3481,,https://www.bbb.org/us/ga/waynesboro/profile/roofing-contractors/ch-roofing-0743-36531,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1234,"Certified Roofer, LLC",6311 Old Wood Hollow Way,Buford,GA,30518,(404) 789-4811,,https://www.bbb.org/us/ga/buford/profile/roofing-contractors/certified-roofer-llc-0443-28196403,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1235,Junior Kelly Roofing Company,49 Hine Road SE,Rome,GA,30161,(706) 232-6724,,https://www.bbb.org/us/ga/rome/profile/roofing-contractors/junior-kelly-roofing-company-0483-19001393,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1236,B & L Roofing & Siding Sales Inc,333 Summer Pl,Peachtree City,GA,30269-2804,(770) 631-9345,,https://www.bbb.org/us/ga/peachtree-city/profile/roofing-contractors/b-l-roofing-siding-sales-inc-0443-27506941,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1237,"Fortress Roofing, Inc",P O Box 920542,Norcross,GA,30010,(678) 973-4855,,https://www.bbb.org/us/ga/norcross/profile/roofing-contractors/fortress-roofing-inc-0443-27264853,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1238,Specialty Roofing Co,637 Moon Crest RDG,Ellijay,GA,30540,(706) 635-2379,,https://www.bbb.org/us/ga/ellijay/profile/roofing-contractors/specialty-roofing-co-0483-40021688,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1239,Roofing Contractor,660 Strathmoor Way,Jonesboro,GA,30236-1218,(770) 875-1917,,https://www.bbb.org/us/ga/jonesboro/profile/roofing-contractors/roofing-contractor-0443-27534096,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1240,West GA Roofers,3080 S. Sweetwater Rd,Lithia Springs,GA,30122,(678) 831-9718,,https://www.bbb.org/us/ga/lithia-springs/profile/roofing-contractors/west-ga-roofers-0443-91832724,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1241,Harper Roofing,6942 Ga Highway 83 S,Monticello,GA,31064-7109,(706) 468-6465,,https://www.bbb.org/us/ga/monticello/profile/roofing-contractors/harper-roofing-0443-27771129,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1242,Prestige Roofing &Construction,702 Myrtle St NE,Atlanta,GA,30308-1419,(770) 942-7663,,https://www.bbb.org/us/ga/atlanta/profile/roofing-contractors/prestige-roofing-construction-0443-27286038,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1243,1st Choice Roofing Construction,537 N Hicks Rd #537,Toccoa,GA,30577-7190,(706) 499-7355,,https://www.bbb.org/us/ga/toccoa/profile/roofing-contractors/1st-choice-roofing-construction-0443-27610403,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1244,Commercial Roofing Specialties,1293 Chastain Rd NW,Kennesaw,GA,30144-0000,(770) 919-2825,,https://www.bbb.org/us/ga/kennesaw/profile/roofing-contractors/commercial-roofing-specialties-0443-27037237,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1245,The Roofing Company,2012 Willow Pointe Dr,Lawrenceville,GA,30043-5681,(770) 655-4014,,https://www.bbb.org/us/ga/lawrenceville/profile/roofing-contractors/the-roofing-company-0443-27424740,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1246,Skeeter Moncrief,336 Riley Rd,Flovilla,GA,30216-2130,(770) 468-3977,,https://www.bbb.org/us/ga/flovilla/profile/roofing-contractors/skeeter-moncrief-0443-22128,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1247,"Assurance Roofing Company, Inc.",1008 Columbus Dr,Jonesboro,GA,30236-5583,(770) 744-2994,,https://www.bbb.org/us/ga/jonesboro/profile/roofing-contractors/assurance-roofing-company-inc-0443-27405189,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1248,Tristan Roof Repairs,409 Fairhaven Ct,Stockbridge,GA,30281-4382,(770) 506-9906,,https://www.bbb.org/us/ga/stockbridge/profile/roofing-contractors/tristan-roof-repairs-0443-27305342,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1249,"Latinos Roofer, Inc.",112 Talon Place,McDonough,GA,30253,(678) 776-1950,,https://www.bbb.org/us/ga/mcdonough/profile/roofing-contractors/latinos-roofer-inc-0443-27264922,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1250,Atlanta Roof Repairs,7090 Wade Rd,Austell,GA,30168-6220,(404) 452-1029,,https://www.bbb.org/us/ga/austell/profile/roofing-contractors/atlanta-roof-repairs-0443-27692768,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1251,"Orange Roofing, Inc.",4859 Martin Ct SE STE 4,Smyrna,GA,30082-4923,(770) 285-7663,,https://www.bbb.org/us/ga/smyrna/profile/roofing-contractors/orange-roofing-inc-0443-28148349,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1252,D W Roofing,155 Riley Avenue,Fayetteville,GA,30214,(770) 461-1884,,https://www.bbb.org/us/ga/fayetteville/profile/roofing-contractors/d-w-roofing-0443-27596558,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1253,AAA Roofing Company,1770 Howell Mill Rd,Atlanta,GA,30318,(770) 882-6400,,https://www.bbb.org/us/ga/atlanta/profile/roofing-contractors/aaa-roofing-company-0443-27212069,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1254,Eskew Roofing Inc,748 Mote Rd,Carrollton,GA,30117-6757,(770) 834-0079,,https://www.bbb.org/us/ga/carrollton/profile/roofing-contractors/eskew-roofing-inc-0443-27158378,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1255,K.C. Roofing,1544 Foye Ave,Columbus,GA,31903-2369,(706) 392-0047,,https://www.bbb.org/us/ga/columbus/profile/roofing-contractors/kc-roofing-0743-47737,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1256,My Professional Roofing Specialist,PO Box 941956,Atlanta,GA,31141-0956,(770) 406-7949,,https://www.bbb.org/us/ga/atlanta/profile/roofing-contractors/my-professional-roofing-specialist-0443-27301545,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1257,"Wences Roofing, Inc.",620 Tom Read Dr,Marietta,GA,30062-3357,(678) 758-6679,,https://www.bbb.org/us/ga/marietta/profile/roofing-contractors/wences-roofing-inc-0443-27282310,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1258,Roof Pro of America,4229 1st Ave STE A2,Tucker,GA,30084-4469,(770) 369-3605,,https://www.bbb.org/us/ga/tucker/profile/roofing-contractors/roof-pro-of-america-0443-27765882,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1259,Antonio’s Roofing and Repair,140 Eagle Dr,Dahlonega,GA,30533,(706) 525-4727,,https://www.bbb.org/us/ga/dahlonega/profile/roofing-contractors/antonios-roofing-and-repair-0443-91821235,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1260,"RJ Roofing Contractors, Inc",1336 Becket Drive NE,Atlanta,GA,30319,(404) 403-4551,,https://www.bbb.org/us/ga/atlanta/profile/roofing-contractors/rj-roofing-contractors-inc-0443-27254191,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1261,The Roof Specialist,281 Arnold Mill Road,Woodstock,GA,30188,(404) 707-1983,,https://www.bbb.org/us/ga/woodstock/profile/roofing-contractors/the-roof-specialist-0443-27285392,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1262,Urethane Foam Roofers Of Georgia,20 Clark Hill Rd,Newnan,GA,30263-5405,(404) 251-4277,,https://www.bbb.org/us/ga/newnan/profile/roofing-contractors/urethane-foam-roofers-of-georgia-0443-5000465,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1263,A & A Roofing,655 Durham Ridge Drive Northwest,Lilburn,GA,30047,(770) 374-4323,,https://www.bbb.org/us/ga/lilburn/profile/roofing-contractors/a-a-roofing-0443-27596486,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1264,Alpha Roofing Company,3047 Old US 78,Snellville,GA,30078-2901,(678) 873-7415,,https://www.bbb.org/us/ga/snellville/profile/roofing-contractors/alpha-roofing-company-0443-27404778,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1265,"The Three J's Roofing & Construction, LLC",200 Greenville St Ste B,LaGrange,GA,30241-3230,(678) 373-2824,,https://www.bbb.org/us/ga/lagrange/profile/roofing-contractors/the-three-js-roofing-construction-llc-0743-91805167,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1266,Winnersville Roofing Company,RT. 1 Box 385,VALDOSTA,GA,31601,(912) 247-5127,,https://www.bbb.org/us/ga/valdosta/profile/roofing-contractors/winnersville-roofing-company-0403-235955521,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1267,Kinsey Roofing Services,129 Tanner Rd,Bamberg,SC,29003-9263,(803) 596-4126,,https://www.bbb.org/us/sc/bamberg/profile/roofing-contractors/kinsey-roofing-services-0663-34174073,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1268,Tri C Roofing,3339 Highway 34 E,Sharpsburg,GA,30277,(770) 683-3214,,https://www.bbb.org/us/ga/sharpsburg/profile/roofing-contractors/tri-c-roofing-0443-27257417,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1269,"Blankenship Roof Repair, LLC",162 Village Trace,Woodstock,GA,30188,(470) 236-0500,,https://www.bbb.org/us/ga/woodstock/profile/roofing-contractors/blankenship-roof-repair-llc-0443-28131365,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1270,"Jerry's Roofing, Inc.",995 County Road 83,Centre,AL,35960-8404,(256) 484-1026,,https://www.bbb.org/us/al/centre/profile/roofing-contractors/jerrys-roofing-inc-0463-90208870,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1271,"Superior Commercial Roofing, Inc.",2285 N Berkeley Lake Road #9,Duluth,GA,30096,(770) 680-2915,,https://www.bbb.org/us/ga/duluth/profile/roofing-contractors/superior-commercial-roofing-inc-0443-27501989,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1272,John's Quality Roofing Services,482 Terra Ln,Talladega,AL,35160-4703,(256) 375-1062,,https://www.bbb.org/us/al/talladega/profile/roofing-contractors/johns-quality-roofing-services-0463-90212666,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1273,M&M Roofing,3985 Flakes Mill Rd,Decatur,GA,30034-5807,(706) 301-6034,,https://www.bbb.org/us/ga/decatur/profile/roofing-contractors/mm-roofing-0443-27293229,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1274,Roofers R US LLC,"3350 Sweetwater RD, #1426",Lawrenceville,GA,30044,(470) 509-6854,,https://www.bbb.org/us/ga/lawrenceville/profile/roofing-contractors/roofers-r-us-llc-0443-28189334,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1275,Ronald Smith Roofing,3709 Greenbriar Ct,Macon,GA,31204-4222,(478) 477-8564,,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/ronald-smith-roofing-0743-22070,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1276,Tim's Roofing,1261 N Madden Bridge Rd,Molena,GA,30258-2225,(770) 318-0160,,https://www.bbb.org/us/ga/molena/profile/roofing-contractors/tims-roofing-0443-27265538,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1277,"H & C Roofing, LLC",514 Shannon Way,Lawrenceville,GA,30044-6302,(704) 705-9833,,https://www.bbb.org/us/ga/lawrenceville/profile/roofing-contractors/h-c-roofing-llc-0443-27440503,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1278,JNJ Roofing,211 East 56 Street,Savannah,GA,31405,(912) 596-9172,,https://www.bbb.org/us/ga/savannah/profile/roofing-contractors/jnj-roofing-0403-235967778,Roofing Contractors,Not Accredited,F,,,0,0,0.45
1279,Salazar Roofing Inc,17 Raines Dr,Blairsville,GA,30512-1460,(706) 897-1847,,https://www.bbb.org/us/ga/blairsville/profile/roofing-contractors/salazar-roofing-inc-0443-27538715,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1280,Charlie's Roofing and Remodeling,Rt. 3 Box 133B,Cuthbert,GA,39840,(229) 310-1918,,https://www.bbb.org/us/ga/cuthbert/profile/roofing-contractors/charlies-roofing-and-remodeling-0743-91802991,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1281,Baker Roofing Co,2700 Northeast Expy Ne #c950,Atlanta,GA,30345-1845,(404) 450-0634,,https://www.bbb.org/us/ga/atlanta/profile/roofing-contractors/baker-roofing-co-0443-27611816,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1282,Cedartown Roofers,382 Runyon Loop,Cedartown,GA,30125-5546,(706) 622-8198,,https://www.bbb.org/us/ga/cedartown/profile/roofing-contractors/cedartown-roofers-0443-28198462,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1283,Craddock Brothers Enterprises,1206 Dunbar Rd,Warner Robins,GA,31093-3806,(478) 256-4140,,https://www.bbb.org/us/ga/warner-robins/profile/roofing-contractors/craddock-brothers-enterprises-0743-22797,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1284,Kga Roofing Contractors,404 Hodges St.,Dublin,GA,31021,(478) 274-0113,,https://www.bbb.org/us/ga/dublin/profile/roofing-contractors/kga-roofing-contractors-0743-36890,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1285,Fulmer's Roofing and Construction,2701 Honeysuckle Ln,Thomson,GA,30824-4302,(706) 755-5390,,https://www.bbb.org/us/ga/thomson/profile/roofing-contractors/fulmers-roofing-and-construction-0743-25898,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1286,Three R Roofing,327 Ruth Dr,Newnan,GA,30265,(770) 254-0062,,https://www.bbb.org/us/ga/newnan/profile/roofing-contractors/three-r-roofing-0443-27259848,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1287,"Roofer of Thomaston, Inc.",4086 Waymanville Road,Thomaston,GA,30286,(706) 472-3569,,https://www.bbb.org/us/ga/thomaston/profile/roofing-contractors/roofer-of-thomaston-inc-0743-24441,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1288,William Vanloo Roofing Contractor,183 Kirkley Rd,Tyrone,GA,30290-1503,(678) 953-8005,,https://www.bbb.org/us/ga/tyrone/profile/roofing-contractors/william-vanloo-roofing-contractor-0443-27622255,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1289,B&C Roofing &remodeling,160 Bunny Ln,Fayetteville,GA,30215-5444,(770) 460-1555,,https://www.bbb.org/us/ga/fayetteville/profile/roofing-contractors/bc-roofing-remodeling-0443-27163963,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1290,Steven's Roofing Paving,420 Rocky Cove Trl,Lawrenceville,GA,30044-6617,(470) 395-6133,,https://www.bbb.org/us/ga/lawrenceville/profile/roofing-contractors/stevens-roofing-paving-0443-27621070,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1291,C.V. Roofing And Home Improvement,604 Morrow Rd.,Morrow,GA,30260,(678) 933-6876,,https://www.bbb.org/us/ga/morrow/profile/roofing-contractors/cv-roofing-and-home-improvement-0443-27370915,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1292,Tony Guy's Roofing,2931 Mount Pleasant Church Rd,Blairsville,GA,30512,(706) 994-6786,,https://www.bbb.org/us/ga/blairsville/profile/roofing-contractors/tony-guys-roofing-0443-27438063,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1293,All Seasons Roofing Inc,27 Fawn Trl,Temple,GA,30179,(770) 562-9090,,https://www.bbb.org/us/ga/temple/profile/roofing-contractors/all-seasons-roofing-inc-0443-27190897,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1294,"Highpoint Roofers, LLC",5748 Carmichael Pkwy,Montgomery,AL,36117-2340,(334) 391-4188,,https://www.bbb.org/us/al/montgomery/profile/roofing-contractors/highpoint-roofers-llc-0463-90217613,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1295,Dothan Quality Roofing Installation and Repair,1308 Sioux St # 12,Dothan,AL,36303-3251,(334) 435-7323,,https://www.bbb.org/us/al/dothan/profile/roofing-contractors/dothan-quality-roofing-installation-and-repair-0463-90207201,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1296,Tony's Roofing & Gutters,60 Miller's Road,Stockbridge,GA,30281,(770) 866-8933,,https://www.bbb.org/us/ga/stockbridge/profile/roofing-contractors/tonys-roofing-gutters-0443-27472132,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1297,J.v Roofing,3052 Morris Lane,Lawrenceville,GA,30044,(770) 203-7083,,https://www.bbb.org/us/ga/lawrenceville/profile/roofing-contractors/jv-roofing-0443-28149775,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1298,Parthenon Builders And Roofers,$00 Perimeter Center Ter NE,Lawrenceville,GA,30046,(770) 596-3354,,https://www.bbb.org/us/ga/lawrenceville/profile/roofing-contractors/parthenon-builders-and-roofers-0443-28195916,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1299,B & B Roofing,3417 Chatsworth Road SE,Dalton,GA,30721-6736,(706) 581-6403,,https://www.bbb.org/us/ga/dalton/profile/roofing-contractors/b-b-roofing-0483-40063974,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1300,Georgia West Roofing Inc,2151 Old Covington Hwy SE,Conyers,GA,30013-5009,(770) 860-8383,,https://www.bbb.org/us/ga/conyers/profile/roofing-contractors/georgia-west-roofing-inc-0443-27178627,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1301,Salters Construction,214 Ferguson Rd,Thomaston,GA,30286,(706) 741-6153,,https://www.bbb.org/us/ga/thomaston/profile/roofing-contractors/salters-construction-0743-102915,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1302,"Bragg Roofing, Inc.",331 Griffin St,Zebulon,GA,30295,(770) 567-0202,,https://www.bbb.org/us/ga/zebulon/profile/roofing-contractors/bragg-roofing-inc-0443-27265592,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1303,"Todd Nelon Roofing, Inc",5566 Clipper Bay Dr,Powder Springs,GA,30127-6908,(404) 483-2589,http://www.therooftroop.com/,https://www.bbb.org/us/ga/powder-springs/profile/business-services/todd-nelon-roofing-inc-0443-28035148,Business Services,Not Accredited,NR,,5.0,0,0,0.45
1304,Grier's Roofing & Construction,179 W Central Ave,Demorest,GA,30535,(706) 969-8671,,https://www.bbb.org/us/ga/demorest/profile/roofing-contractors/griers-roofing-construction-0443-27997136,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1305,Pemb Tech Roofing Construction,PO Box 2023,Flowery Branch,GA,30542-0034,(404) 992-1442,,https://www.bbb.org/us/ga/flowery-branch/profile/roofing-contractors/pemb-tech-roofing-construction-0443-27496252,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1306,Sada B Roofing,2580 Summer Lake Rd,Lithia Springs,GA,30122,(470) 213-1482,,https://www.bbb.org/us/ga/lithia-springs/profile/roofing-contractors/sada-b-roofing-0443-28119165,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1307,C & R Roofing,425 Bartee St,Woodbury,GA,30293,(706) 553-9374,,https://www.bbb.org/us/ga/woodbury/profile/roofing-contractors/c-r-roofing-0443-28098794,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1308,Waugh Roofing Company,81 S. River Run Drive,Hogansville,GA,30230,(706) 884-4337,,https://www.bbb.org/us/ga/hogansville/profile/roofing-contractors/waugh-roofing-company-0743-91801980,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1309,Roofing Co In Atlanta Inc,44 Peachtree Ave Ne,Atlanta,GA,30305,(678) 459-4832,,https://www.bbb.org/us/ga/atlanta/profile/roofing-contractors/roofing-co-in-atlanta-inc-0443-27620186,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1310,Super Mario's Roofing,211 Pine Bluff Rd Lot 243,Albany,GA,31705-2588,(229) 326-8418,,https://www.bbb.org/us/ga/albany/profile/roofing-contractors/super-marios-roofing-0743-119672,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1311,E&F Roofing Solutions,3997 Doral Drive,Atlanta,GA,30360,(770) 656-3432,,https://www.bbb.org/us/ga/atlanta/profile/roofing-contractors/ef-roofing-solutions-0443-28139302,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1312,A & K Roofing & Contracting,5965 Surrey Ct,Cumming,GA,30028-7581,(404) 852-2201,,https://www.bbb.org/us/ga/cumming/profile/roofing-contractors/a-k-roofing-contracting-0443-27441135,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1313,Retail Roofing Company,"1275 Shiloh Rd, Suite 2310",Kennesaw,GA,30144,(855) 766-3102,,https://www.bbb.org/us/ga/kennesaw/profile/roofing-contractors/retail-roofing-company-0443-27593418,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
